9096 -1.46  7.96
0 0 19.200000 -44 17 26 6.290000
0 0 23.900000 +26 55 6 6.460000
0 0 30.900000 +59 33 35 6.190000
0 0 43.700000 +45 15 12 6.380000
0 1 4.500000 -48 48 36 5.710000
0 1 20.000000 -50 20 14 5.530000
0 1 19.300000 +49 58 54 6.220000
0 1 35.700000 -77 3 57 4.780000
0 1 36.900000 +61 13 23 5.550000
0 1 43.800000 +42 22 2 6.250000
0 1 49.400000 -3 1 39 5.100000
0 2 10.200000 +27 4 55 5.750000
0 1 57.600000 -6 0 51 4.410000
0 2 7.300000 -14 40 34 7.100000
0 2 19.900000 -29 43 13 5.010000
0 2 24.200000 +8 57 25 6.320000
0 2 29.700000 +8 29 8 5.630000
0 2 36.100000 +66 5 56 5.860000
0 2 57.600000 -20 2 46 6.250000
0 3 7.700000 -24 8 43 6.440000
0 3 25.700000 +63 38 31 6.240000
0 3 44.400000 -17 20 10 4.550000
0 3 51.900000 +66 42 44 6.290000
0 4 13.600000 +62 17 16 5.880000
0 4 19.700000 -16 31 44 5.780000
0 4 20.300000 -29 16 7 6.400000
0 4 30.100000 -10 30 34 4.940000
0 4 42.000000 +67 10 0 5.670000
0 4 36.700000 +42 5 32 6.010000
0 4 30.700000 -72 53 52 7.310000
0 4 53.800000 +34 39 35 6.120000
0 4 41.300000 -71 26 13 5.590000
0 4 56.000000 +26 38 56 6.250000
0 5 6.200000 +61 18 51 5.800000
0 5 9.900000 +45 13 45 6.700000
0 5 3.800000 -0 30 11 6.290000
0 5 20.100000 -5 42 27 4.610000
0 5 42.000000 +13 23 46 5.510000
0 6 16.000000 +58 26 12 5.960000
0 6 19.000000 -49 4 30 5.700000
0 6 26.500000 +64 11 46 5.590000
0 6 36.800000 +29 1 17 6.130000
0 6 50.100000 -23 6 27 6.180000
0 7 18.200000 -17 23 11 6.190000
0 7 44.100000 -2 32 56 6.430000
0 7 46.800000 -22 30 32 5.940000
0 8 3.500000 -33 31 46 5.680000
0 8 12.100000 -2 26 52 6.070000
0 8 23.300000 +29 5 26 2.060000
0 8 17.400000 -8 49 26 5.990000
0 8 41.000000 +36 37 36 6.190000
0 8 33.400000 -17 34 39 6.060000
0 8 52.200000 +25 27 46 6.230000
0 9 20.200000 +79 42 53 6.010000
0 9 10.700000 +59 8 59 2.270000
0 9 2.400000 +18 12 43 5.530000
0 9 2.400000 -54 0 7 6.330000
0 9 21.000000 -27 59 16 5.420000
0 9 24.700000 -45 44 51 3.880000
0 10 2.300000 +11 8 44 5.510000
0 10 19.300000 +46 4 20 5.030000
0 10 29.700000 +57 9 56 6.740000
0 10 18.800000 -5 14 55 5.840000
0 10 2.100000 -82 13 26 5.280000
0 10 42.800000 -12 34 48 5.850000
0 10 38.600000 -73 13 28 6.640000
0 11 15.900000 -15 28 5 4.890000
0 11 34.400000 -27 47 59 5.410000
0 11 44.000000 -35 7 59 5.250000
0 11 59.100000 +48 9 9 6.160000
0 12 10.000000 -17 56 18 5.250000
0 12 50.400000 +37 41 36 6.730000
0 13 14.200000 +15 11 1 2.830000
0 13 24.000000 +26 59 14 6.300000
0 13 30.800000 +41 2 7 5.720000
0 13 42.100000 -26 1 19 5.940000
0 13 44.200000 -26 17 5 6.310000
0 14 2.300000 +33 12 22 6.250000
0 14 36.200000 +20 12 24 4.800000
0 14 27.600000 -7 46 50 5.120000
0 13 19.400000 -84 59 39 5.770000
0 14 38.400000 -18 55 58 4.440000
0 14 56.100000 +22 17 3 6.240000
0 14 58.800000 +8 49 15 5.790000
0 14 54.500000 -9 34 11 5.750000
0 15 7.000000 +31 32 9 6.450000
0 15 10.600000 +27 16 59 6.350000
0 14 58.200000 -34 54 16 6.170000
0 16 14.000000 +76 57 3 6.350000
0 16 21.600000 +43 35 41 6.150000
0 16 8.900000 -31 26 47 5.670000
0 15 55.200000 -75 54 41 6.490000
0 16 34.100000 +8 14 24 6.110000
0 16 57.100000 +61 32 0 5.740000
0 16 42.500000 -20 12 38 6.470000
0 17 9.100000 +47 56 51 5.890000
0 17 5.500000 +38 40 54 4.610000
0 16 49.000000 -78 46 50 6.770000
0 17 43.000000 +51 25 59 6.140000
0 17 32.600000 -19 3 4 6.450000
0 17 47.700000 +1 41 20 6.170000
0 18 19.700000 +36 47 7 4.520000
0 18 17.200000 +11 12 21 6.050000
0 18 42.100000 +43 47 28 6.110000
0 18 38.300000 +31 31 2 5.870000
0 18 41.800000 -8 3 10 6.460000
0 18 42.600000 -43 14 7 6.330000
0 19 25.700000 -8 49 26 3.560000
0 19 41.600000 +40 43 47 6.330000
0 20 5.200000 +48 51 55 6.520000
0 20 4.300000 -64 52 29 4.230000
0 20 24.400000 +30 56 9 5.900000
0 20 45.500000 +32 54 41 5.790000
0 20 35.900000 +8 11 25 5.370000
0 20 54.500000 +10 58 37 6.560000
0 21 7.300000 +37 58 7 5.180000
0 20 39.000000 -69 37 30 5.510000
0 21 31.200000 -28 58 54 5.180000
0 21 46.300000 -20 3 28 5.120000
0 22 25.500000 +13 28 57 6.230000
0 21 28.600000 -77 25 37 5.970000
0 22 51.800000 -12 12 34 6.390000
0 23 12.600000 -31 2 10 6.550000
